5040
[3, 11, 7, 7, 2, 7, 3, 7, 6, 4]
[6, 4, 7, 4, 11, 4, 4, 4, 7, 3]
[7, 7, 3, 3, 4, 6, 7, 7, 2, 11]
[7, 6, 3, 3, 7, 7, 4, 11, 2, 7]
[7, 7, 11, 6, 7, 7, 3, 3, 4, 2]
[6, 2, 4, 11, 3, 7, 7, 7, 7, 3]
[7, 4, 11, 7, 3, 4, 4, 4, 4, 6]
[4, 7, 7, 7, 7, 7, 2, 7, 3, 3]
[7, 7, 2, 11, 7, 3, 3, 6, 4, 7]
[3, 4, 4, 7, 11, 4, 4, 4, 7, 6]
[7, 4, 7, 4, 4, 3, 6, 4, 11, 4]
[7, 3, 11, 6, 2, 7, 7, 4, 7, 3]
[6, 7, 7, 4, 4, 3, 4, 4, 11, 4]
[7, 4, 4, 4, 3, 4, 6, 11, 7, 4]
[11, 4, 4, 4, 6, 7, 4, 4, 3, 7]
[3, 7, 3, 2, 6, 7, 7, 7, 4, 11]
[4, 4, 3, 4, 4, 4, 11, 6, 7, 7]
[3, 7, 4, 4, 4, 6, 4, 11, 4, 7]
[7, 2, 7, 7, 11, 6, 4, 3, 7, 3]
[4, 7, 2, 11, 6, 7, 7, 3, 3, 7]
[6, 4, 11, 3, 4, 4, 7, 4, 7, 4]
[4, 4, 7, 7, 6, 4, 4, 3, 4, 11]
[4, 7, 7, 7, 3, 7, 7, 3, 7, 2]
[7, 7, 4, 4, 3, 6, 11, 4, 4, 4]
[4, 4, 7, 7, 3, 4, 6, 11, 4, 4]
[6, 4, 11, 2, 7, 7, 3, 3, 7, 7]
[4, 7, 4, 7, 4, 6, 4, 3, 4, 11]
[7, 4, 11, 4, 4, 3, 4, 6, 4, 7]
[4, 3, 7, 6, 4, 4, 4, 4, 11, 7]
[7, 3, 7, 4, 6, 4, 4, 11, 4, 4]
[2, 6, 7, 4, 11, 7, 7, 3, 7, 3]
[7, 7, 4, 3, 7, 3, 7, 11, 6, 2]
[7, 2, 3, 3, 6, 7, 7, 11, 4, 7]
[7, 11, 7, 7, 3, 2, 4, 7, 6, 3]
[4, 7, 4, 3, 7, 6, 11, 4, 4, 4]
[7, 4, 11, 4, 4, 6, 7, 4, 4, 3]
[7, 6, 7, 4, 4, 11, 4, 3, 4, 4]
[4, 2, 7, 3, 11, 3, 7, 7, 6, 7]
[11, 6, 4, 7, 7, 3, 4, 4, 4, 4]
[7, 11, 3, 7, 6, 7, 4, 2, 3, 7]
[3, 7, 2, 6, 7, 3, 7, 4, 11, 7]
[3, 4, 6, 7, 3, 7, 2, 11, 7, 7]
[11, 6, 3, 7, 4, 7, 2, 3, 7, 7]
[7, 3, 7, 7, 6, 4, 3, 2, 11, 7]
[6, 4, 2, 3, 3, 7, 11, 7, 7, 7]
[7, 2, 11, 7, 7, 3, 6, 3, 7, 4]
[7, 6, 3, 7, 2, 7, 3, 7, 11, 4]
[2, 7, 3, 7, 4, 7, 7, 6, 3, 11]
[11, 7, 4, 7, 4, 4, 4, 3, 4, 6]
[6, 3, 4, 11, 4, 7, 7, 4, 4, 4]
[11, 4, 7, 4, 7, 4, 3, 6, 4, 4]
[3, 7, 4, 4, 4, 4, 7, 11, 4, 6]
[3, 4, 4, 11, 7, 6, 4, 4, 7, 4]
[4, 4, 11, 3, 6, 4, 7, 4, 4, 7]
[7, 3, 7, 7, 7, 7, 4, 7, 4, 3]
[6, 7, 7, 3, 7, 3, 11, 7, 2, 4]
[6, 7, 11, 4, 4, 3, 7, 4, 4, 4]
[4, 3, 6, 4, 4, 4, 11, 4, 7, 7]
[4, 4, 7, 4, 4, 11, 4, 7, 6, 3]
[11, 6, 7, 3, 7, 4, 7, 2, 3, 7]
[4, 3, 4, 7, 7, 11, 4, 6, 4, 4]
[7, 7, 7, 3, 7, 3, 4, 7, 4, 7]
[4, 7, 4, 3, 11, 7, 4, 6, 4, 4]
[4, 4, 6, 3, 7, 11, 7, 4, 4, 4]
[7, 7, 4, 3, 4, 7, 3, 7, 7, 7]
[3, 6, 7, 2, 7, 7, 11, 4, 7, 3]
[7, 3, 7, 11, 2, 7, 3, 7, 6, 4]
[3, 7, 7, 4, 7, 7, 3, 4, 7, 7]
[6, 3, 7, 7, 4, 4, 4, 4, 4, 11]
[3, 11, 4, 4, 4, 4, 6, 7, 7, 4]
[3, 7, 2, 4, 11, 6, 3, 7, 7, 7]
[4, 4, 7, 4, 4, 6, 11, 3, 7, 4]
[3, 3, 7, 7, 7, 4, 7, 7, 7, 4]
[4, 3, 4, 7, 4, 11, 6, 4, 7, 4]
[4, 3, 6, 7, 4, 7, 4, 11, 4, 4]
[6, 7, 3, 2, 4, 7, 7, 7, 3, 11]
[7, 6, 4, 4, 3, 11, 4, 4, 4, 7]
[3, 11, 7, 4, 4, 6, 4, 4, 4, 7]
[2, 7, 3, 4, 3, 7, 11, 7, 6, 7]
[2, 6, 4, 7, 11, 7, 3, 7, 7, 3]
[6, 3, 7, 11, 7, 7, 3, 4, 7, 2]
[4, 2, 7, 3, 6, 7, 3, 11, 7, 7]
[4, 6, 4, 11, 7, 7, 3, 4, 4, 4]
[3, 2, 7, 7, 4, 3, 6, 11, 7, 7]
